Gene	Eif3b_1	Eif3b_2	IgG_1	IgG_2	Symbol	Chr	GeneType	Description
ENSG00000172661.17	0.0	0.15	0.0	0.0	FAM21C	chr10	protein_coding	family with sequence similarity 21, member C
ENSG00000199196.1	0.0	5.34	0.0	0.0	SNORA25	chr13	snoRNA	small nucleolar RNA, H/ACA box 25
ENSG00000244429.1	0.0	0.57	0.0	0.0	RP11-12N13.1	chr3	processed_pseudogene		--
ENSG00000222014.5	0.44	0.22	0.0	2.6	RAB6C	chr2	protein_coding	RAB6C, member RAS oncogene family
ENSG00000229824.1	0.0	2.85	0.0	0.0	RPL12P34	chr13	processed_pseudogene	ribosomal protein L12 pseudogene 34
ENSG00000182048.11	0.0	0.21	0.0	1.23	TRPC2	chr11	transcribed_unprocessed_pseudogene	transient receptor potential cation channel, subfamily C, member 2, pseudogene
ENSG00000133135.13	3.17	3.53	0.0	0.0	RNF128	chrX	protein_coding	ring finger protein 128, E3 ubiquitin protein ligase
ENSG00000132109.9	1.4	2.13	8.48	2.08	TRIM21	chr11	protein_coding	tripartite motif containing 21
ENSG00000158125.9	0.71	0.42	0.0	0.0	XDH	chr2	protein_coding	xanthine dehydrogenase
ENSG00000207751.1	90.11	108.4	0.0	97.57	MIR130B	chr22	miRNA	microRNA 130b
ENSG00000166770.10	0.49	1.73	0.0	0.0	ZNF667-AS1	chr19	lincRNA	ZNF667 antisense RNA 1 (head to head)
ENSG00000275023.4	6.52	7.54	4.35	6.4	MLLT6	chr17	protein_coding	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6
ENSG00000139793.18	1.94	2.11	1.68	0.82	MBNL2	chr13	protein_coding	muscleblind-like splicing regulator 2
ENSG00000120539.14	2.03	3.11	13.47	1.1	MASTL	chr10	protein_coding	microtubule associated serine/threonine kinase-like
ENSG00000102595.18	3.97	4.71	5.74	3.38	UGGT2	chr13	protein_coding	UDP-glucose glycoprotein glucosyltransferase 2
ENSG00000236554.1	0.0	0.52	0.0	0.0	ASNSP3	chr13	processed_pseudogene	asparagine synthetase pseudogene 3
ENSG00000244113.1	0.0	1.16	0.0	0.0	RP11-468H14.1	chr8	processed_pseudogene		--
ENSG00000172530.19	0.37	3.52	4.54	6.68	BANP	chr16	protein_coding	BTG3 associated nuclear protein
ENSG00000228484.1	1.69	0.86	0.0	1.68	RP11-106M7.1	chr10	lincRNA		--
ENSG00000270701.1	0.0	2.91	0.0	0.0	RP11-876F14.2	chr11	processed_pseudogene		--
ENSG00000150990.7	7.93	9.44	6.87	5.06	DHX37	chr12	protein_coding	DEAH (Asp-Glu-Ala-His) box polypeptide 37
ENSG00000169710.6	85.61	88.66	51.44	69.63	FASN	chr17	protein_coding	fatty acid synthase
ENSG00000280275.1	1.0	0.34	0.0	0.0	RP3-428A13.2	chrX	TEC		--
ENSG00000278892.1	0.0	0.0	0.0	15.91	RP11-183A22.3	chr11	TEC		--
ENSG00000235903.7	1.02	1.21	6.19	1.01	CPB2-AS1	chr13	antisense	CPB2 antisense RNA 1
ENSG00000266953.6	0.0	5.24	0.0	12.25	RP11-618P17.4	chr19	protein_coding		--
ENSG00000250230.2	0.29	0.29	0.0	0.0	RP11-855O10.2	chr11	lincRNA		--
ENSG00000259442.1	1.23	3.13	0.0	3.67	RP11-752G15.8	chr15	antisense		--
ENSG00000187048.12	0.46	0.23	0.0	0.0	CYP4A11	chr1	protein_coding	cytochrome P450, family 4, subfamily A, polypeptide 11
ENSG00000279619.1	0.69	0.71	0.0	2.07	CTD-2527I21.5	chr19	TEC		--
ENSG00000175197.10	1.14	2.9	20.77	16.98	DDIT3	chr12	protein_coding	DNA-damage-inducible transcript 3
ENSG00000163131.10	1.64	1.17	1.99	1.95	CTSS	chr1	protein_coding	cathepsin S
ENSG00000205611.3	2.22	2.26	0.0	1.2	LINC01597	chr20	lincRNA	long intergenic non-protein coding RNA 1597
ENSG00000130368.5	0.41	0.31	0.0	1.63	MAS1	chr6	protein_coding	MAS1 proto-oncogene, G protein-coupled receptor
ENSG00000254211.5	0.88	0.0	0.0	0.0	LINC01485	chr5	lincRNA	long intergenic non-protein coding RNA 1485
ENSG00000223721.3	0.0	0.95	0.0	0.0	UQCRFS1P2	chr7	processed_pseudogene	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 2
ENSG00000254637.1	1.23	0.0	0.0	3.68	OR4A18P	chr11	unprocessed_pseudogene	olfactory receptor, family 4, subfamily A, member 18 pseudogene
ENSG00000236521.1	0.0	0.31	0.0	0.0	NPAP1P4	chr9	processed_pseudogene	nuclear pore associated protein 1 pseudogene 4
ENSG00000188895.11	6.5	10.63	7.59	5.21	MSL1	chr17	protein_coding	male-specific lethal 1 homolog (Drosophila)
ENSG00000233806.7	1.21	1.55	0.0	0.0	LINC01237	chr2	processed_transcript	long intergenic non-protein coding RNA 1237
ENSG00000245768.6	0.29	0.3	0.0	0.0	RP11-410D17.2	chr16	lincRNA		--
ENSG00000254290.1	1.69	2.3	0.0	3.36	RP11-150O12.3	chr8	lincRNA		--
ENSG00000188004.9	0.0	0.55	0.0	0.0	C1orf204	chr1	protein_coding	chromosome 1 open reading frame 204
ENSG00000173406.15	0.24	0.3	0.0	0.7	DAB1	chr1	protein_coding	Dab, reelin signal transducer, homolog 1 (Drosophila)
ENSG00000275149.1	0.57	0.19	0.0	0.0	RP11-427J23.1	chr13	lincRNA		--
ENSG00000255287.1	0.0	3.03	0.0	0.0	SNRPGP16	chr11	processed_pseudogene	small nuclear ribonucleoprotein polypeptide G pseudogene 16
ENSG00000265646.2	0.0	0.51	0.0	0.0	TUFMP1	chr17	processed_pseudogene	Tu translation elongation factor, mitochondrial pseudogene 1
ENSG00000084734.8	0.0	0.63	0.0	0.0	GCKR	chr2	protein_coding	glucokinase (hexokinase 4) regulator
ENSG00000232089.1	0.0	0.0	0.0	28.27	AC011233.2	chr2	processed_pseudogene		--
ENSG00000128335.13	1.39	1.89	16.88	0.0	APOL2	chr22	protein_coding	apolipoprotein L, 2
ENSG00000169410.9	2.49	2.45	2.09	2.56	PTPN9	chr15	protein_coding	protein tyrosine phosphatase, non-receptor type 9
ENSG00000205832.7	0.88	0.09	0.0	0.0	C16orf96	chr16	protein_coding	chromosome 16 open reading frame 96
ENSG00000164283.12	1.24	2.05	0.0	0.0	ESM1	chr5	protein_coding	endothelial cell-specific molecule 1
ENSG00000175877.3	0.0	0.8	0.0	0.0	WBSCR28	chr7	protein_coding	Williams-Beuren syndrome chromosome region 28
ENSG00000168899.4	0.0	0.99	23.67	0.0	VAMP5	chr2	protein_coding	vesicle-associated membrane protein 5
ENSG00000129244.8	3.83	3.14	0.0	1.27	ATP1B2	chr17	protein_coding	ATPase, Na+/K+ transporting, beta 2 polypeptide
ENSG00000137133.10	6.42	3.81	12.98	0.0	HINT2	chr9	protein_coding	histidine triad nucleotide binding protein 2
ENSG00000169976.6	29.08	17.27	35.3	11.55	SF3B5	chr6	protein_coding	splicing factor 3b, subunit 5, 10kDa
ENSG00000231565.1	0.0	0.26	0.0	0.0	NEK2P2	chr22	processed_pseudogene	NEK2 pseudogene 2
ENSG00000240244.3	1.33	0.34	0.0	0.0	GAPDHP33	chr1	processed_pseudogene	glyceraldehyde 3 phosphate dehydrogenase pseudogene 33
ENSG00000188227.12	0.62	0.57	0.0	0.37	ZNF793	chr19	protein_coding	zinc finger protein 793
ENSG00000111642.14	14.11	15.39	19.71	12.69	CHD4	chr12	protein_coding	chromodomain helicase DNA binding protein 4
ENSG00000164134.12	3.74	3.77	5.68	8.36	NAA15	chr4	protein_coding	N(alpha)-acetyltransferase 15, NatA auxiliary subunit
ENSG00000157388.13	0.99	0.68	1.72	0.0	CACNA1D	chr3	protein_coding	calcium channel, voltage-dependent, L type, alpha 1D subunit
ENSG00000273424.1	3.04	3.09	0.0	0.0	CTA-223H9.9	chr22	lincRNA		--
ENSG00000157259.6	5.4	5.29	0.0	5.95	GATAD1	chr7	protein_coding	GATA zinc finger domain containing 1
ENSG00000198049.6	0.9	0.76	0.0	1.79	AVPR1B	chr1	protein_coding	arginine vasopressin receptor 1B
ENSG00000279207.1	1.39	2.35	2.81	4.13	RP11-159D12.8	chr17	TEC		--
ENSG00000230891.6	0.0	2.2	0.0	0.0	LINC00692	chr3	processed_transcript	long intergenic non-protein coding RNA 692
ENSG00000230091.6	1.08	0.22	2.61	1.28	TMEM254-AS1	chr10	antisense	TMEM254 antisense RNA 1
ENSG00000224905.6	1.01	1.8	0.0	0.0	AP001347.6	chr21	antisense		--
ENSG00000005486.16	14.28	10.99	8.45	4.15	RHBDD2	chr7	protein_coding	rhomboid domain containing 2
ENSG00000198910.12	1.18	1.13	6.37	0.78	L1CAM	chrX	protein_coding	L1 cell adhesion molecule
ENSG00000227869.1	0.0	2.79	0.0	0.0	RP11-807H17.1	chr7	lincRNA		--
ENSG00000233146.1	0.0	0.62	0.0	0.0	BPIFB5P	chr20	unitary_pseudogene	BPI fold containing family B, member 5, pseudogene
ENSG00000185614.4	1.29	0.66	15.68	7.69	FAM212A	chr3	protein_coding	family with sequence similarity 212, member A
ENSG00000179912.19	1.96	2.42	1.7	0.0	R3HDM2	chr12	protein_coding	R3H domain containing 2
ENSG00000272884.1	0.0	0.37	2.94	1.44	RP11-104H15.10	chr17	processed_transcript		--
ENSG00000172061.8	0.23	0.69	2.75	2.69	LRRC15	chr3	protein_coding	leucine rich repeat containing 15
ENSG00000164654.15	3.7	2.18	0.0	3.48	MIOS	chr7	protein_coding	missing oocyte, meiosis regulator, homolog (Drosophila)
ENSG00000255512.1	0.0	1.92	0.0	0.0	AP005135.2	chr11	lincRNA		--
ENSG00000150722.10	0.42	0.43	0.0	0.0	PPP1R1C	chr2	protein_coding	protein phosphatase 1, regulatory (inhibitor) subunit 1C
ENSG00000240063.1	0.0	0.91	0.0	0.0	RP11-225N10.1	chr3	antisense		--
ENSG00000112038.17	0.63	0.11	0.0	0.0	OPRM1	chr6	protein_coding	opioid receptor, mu 1
ENSG00000131050.10	1.14	0.58	0.0	0.0	BPIFA2	chr20	protein_coding	BPI fold containing family A, member 2
ENSG00000181837.6	0.0	0.7	0.0	0.0	OR5D17P	chr11	unprocessed_pseudogene	olfactory receptor, family 5, subfamily D, member 17 pseudogene
ENSG00000258332.1	0.0	3.78	0.0	0.0	RP11-711C17.2	chr12	lincRNA		--
ENSG00000250686.2	0.0	0.51	0.0	0.0	RP1-240B8.3	chr6	3prime_overlapping_ncrna		--
ENSG00000137575.11	4.2	3.62	4.43	1.09	SDCBP	chr8	protein_coding	syndecan binding protein (syntenin)
ENSG00000071575.11	0.88	0.45	3.55	0.0	TRIB2	chr2	protein_coding	tribbles pseudokinase 2
ENSG00000151876.12	2.46	0.42	0.0	0.0	FBXO4	chr5	protein_coding	F-box protein 4
ENSG00000174579.3	4.15	5.92	3.36	6.6	MSL2	chr3	protein_coding	male-specific lethal 2 homolog (Drosophila)
ENSG00000277200.1	1.92	0.65	0.0	0.0	RP11-74E22.8	chr17	lincRNA		--
ENSG00000143537.13	24.67	20.2	4.99	23.27	ADAM15	chr1	protein_coding	ADAM metallopeptidase domain 15
ENSG00000086200.16	2.85	3.19	0.0	2.54	IPO11	chr5	protein_coding	importin 11
ENSG00000204544.5	0.18	0.45	0.0	2.11	MUC21	chr6	protein_coding	mucin 21, cell surface associated
ENSG00000157350.12	6.86	6.79	4.52	5.77	ST3GAL2	chr16	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
ENSG00000223603.1	0.0	1.09	0.0	0.0	CRPP1	chr1	unprocessed_pseudogene	C-reactive protein pseudogene 1
ENSG00000253395.1	0.0	1.59	0.0	0.0	KB-1460A1.1	chr8	lincRNA		--
ENSG00000198000.11	1.81	3.04	10.12	2.48	NOL8	chr9	protein_coding	nucleolar protein 8
ENSG00000174942.1	0.0	0.7	0.0	12.31	OR5R1	chr11	protein_coding	olfactory receptor, family 5, subfamily R, member 1 (gene/pseudogene)
ENSG00000255079.1	0.0	1.3	0.0	0.0	RP11-45A12.1	chr11	lincRNA		--
ENSG00000229494.1	0.0	0.62	0.0	0.0	AC012494.1	chr2	lincRNA		--
ENSG00000197121.14	2.79	2.78	0.0	2.37	PGAP1	chr2	protein_coding	post-GPI attachment to proteins 1
ENSG00000132514.13	0.0	0.46	0.0	0.0	CLEC10A	chr17	protein_coding	C-type lectin domain family 10, member A
ENSG00000077454.15	5.49	4.32	0.0	2.97	LRCH4	chr7	protein_coding	leucine-rich repeats and calponin homology (CH) domain containing 4
ENSG00000237499.6	0.9	0.46	2.74	0.0	RP11-356I2.4	chr6	antisense		--
ENSG00000243491.1	0.69	0.7	0.0	0.0	RP11-521D12.5	chr2	lincRNA		--
ENSG00000260996.1	34.06	39.65	48.38	43.16	RP13-122B23.8	chr9	sense_overlapping		--
ENSG00000148541.12	0.28	0.56	0.0	0.0	FAM13C	chr10	protein_coding	family with sequence similarity 13, member C
ENSG00000178522.14	0.67	1.02	0.0	0.0	AMBN	chr4	protein_coding	ameloblastin (enamel matrix protein)
ENSG00000256422.5	0.0	0.29	0.0	0.0	RP11-886D15.1	chr11	lincRNA		--
ENSG00000243904.1	0.0	0.39	0.0	0.0	RP11-600F24.1	chr14	processed_pseudogene		--
ENSG00000259700.3	18.44	8.04	117.25	115.05	RP11-485O10.3	chr15	processed_transcript		--
ENSG00000166595.11	29.81	20.74	0.0	0.0	FAM96B	chr16	protein_coding	family with sequence similarity 96, member B
ENSG00000067191.15	1.47	0.83	0.0	0.97	CACNB1	chr17	protein_coding	calcium channel, voltage-dependent, beta 1 subunit
ENSG00000115541.10	12.39	13.94	95.0	3.88	HSPE1	chr2	protein_coding	heat shock 10kDa protein 1
ENSG00000267194.1	0.54	0.82	0.0	3.2	RP1-193H18.2	chr17	lincRNA		--
ENSG00000281831.1	0.71	0.36	8.63	0.0	HCP5B	chr6	lincRNA	HLA complex P5B (non-protein coding)
ENSG00000084090.13	17.35	20.2	16.95	5.94	STARD7	chr2	protein_coding	StAR-related lipid transfer (START) domain containing 7
ENSG00000196922.10	0.54	0.55	0.0	0.0	ZNF252P	chr8	unitary_pseudogene	zinc finger protein 252, pseudogene
ENSG00000203593.3	2.14	0.0	0.0	0.0	RP5-1096D14.6	chr12	antisense		--
ENSG00000121057.12	19.87	14.09	9.98	10.61	AKAP1	chr17	protein_coding	A kinase (PRKA) anchor protein 1
ENSG00000151615.3	1.28	0.43	0.0	0.0	POU4F2	chr4	protein_coding	POU class 4 homeobox 2
ENSG00000122852.14	0.59	0.0	0.0	3.5	SFTPA1	chr10	protein_coding	surfactant protein A1
ENSG00000135956.8	5.06	4.83	0.0	3.77	TMEM127	chr2	protein_coding	transmembrane protein 127
ENSG00000186842.4	1.13	0.58	0.0	0.0	LINC00846	chr21	3prime_overlapping_ncrna	long intergenic non-protein coding RNA 846
ENSG00000137818.11	37.04	51.12	88.56	23.39	RPLP1	chr15	protein_coding	ribosomal protein, large, P1
ENSG00000104856.13	1.17	2.08	0.0	3.48	RELB	chr19	protein_coding	v-rel avian reticuloendotheliosis viral oncogene homolog B
ENSG00000057608.16	8.63	8.22	60.85	18.24	GDI2	chr10	protein_coding	GDP dissociation inhibitor 2
ENSG00000187049.9	1.35	3.95	0.0	0.0	TMEM216	chr11	protein_coding	transmembrane protein 216
ENSG00000274629.1	1.73	1.76	21.04	0.0	RP11-92F20.1	chr2	antisense		--
ENSG00000225766.8	1.08	1.1	0.0	0.0	DHRS4L1	chr14	transcribed_unprocessed_pseudogene	dehydrogenase/reductase (SDR family) member 4 like 1
ENSG00000182185.18	1.58	0.97	0.0	2.83	RAD51B	chr14	protein_coding	RAD51 paralog B
ENSG00000166068.12	1.99	1.01	1.05	2.06	SPRED1	chr15	protein_coding	sprouty-related, EVH1 domain containing 1
ENSG00000254028.1	1.58	1.61	0.0	0.0	AC083843.2	chr8	lincRNA		--
ENSG00000258084.5	0.0	1.28	0.0	7.51	RP11-754N21.1	chr12	lincRNA		--
ENSG00000164068.15	12.15	13.94	0.0	13.08	RNF123	chr3	protein_coding	ring finger protein 123
ENSG00000101596.14	3.35	4.42	8.32	1.36	SMCHD1	chr18	protein_coding	structural maintenance of chromosomes flexible hinge domain containing 1
ENSG00000159388.5	5.94	6.3	18.04	28.03	BTG2	chr1	protein_coding	BTG family, member 2
ENSG00000070423.17	13.08	12.92	4.81	11.81	RNF126	chr19	protein_coding	ring finger protein 126
ENSG00000211640.3	0.0	1.1	0.0	0.0	IGLV6-57	chr22	IG_V_gene	immunoglobulin lambda variable 6-57
ENSG00000212555.1	0.0	6.84	0.0	0.0	RNU6-192P	chr20	snRNA	RNA, U6 small nuclear 192, pseudogene
ENSG00000270570.1	31.8	0.0	0.0	0.0	RP1-85D24.1	chrY	processed_pseudogene		--
ENSG00000004961.14	2.59	1.02	6.98	11.99	HCCS	chrX	protein_coding	holocytochrome c synthase
ENSG00000198488.10	1.88	2.73	6.52	0.0	B3GNT6	chr11	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6
ENSG00000106868.16	3.58	2.57	10.23	8.78	SUSD1	chr9	protein_coding	sushi domain containing 1
ENSG00000151838.11	0.0	0.86	0.0	0.0	CCDC175	chr14	protein_coding	coiled-coil domain containing 175
ENSG00000172465.13	4.16	2.91	6.32	3.1	TCEAL1	chrX	protein_coding	transcription elongation factor A (SII)-like 1
ENSG00000269533.5	2.13	2.17	0.0	0.0	AC003002.6	chr19	protein_coding		--
ENSG00000246089.3	0.98	1.37	5.95	1.46	RP11-115C21.2	chr8	antisense		--
ENSG00000184983.9	6.64	4.59	51.83	22.6	NDUFA6	chr22	protein_coding	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa
ENSG00000119314.15	1.71	2.99	0.99	5.83	PTBP3	chr9	protein_coding	polypyrimidine tract binding protein 3
ENSG00000113580.14	1.8	2.21	2.99	3.91	NR3C1	chr5	protein_coding	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
ENSG00000273018.5	0.57	0.29	3.44	0.0	CTD-2303H24.2	chr17	processed_transcript		--
ENSG00000049246.14	0.21	0.32	0.0	1.23	PER3	chr1	protein_coding	period circadian clock 3
ENSG00000090924.14	6.43	6.71	0.0	3.35	PLEKHG2	chr19	protein_coding	pleckstrin homology domain containing, family G (with RhoGef domain) member 2
ENSG00000175063.16	10.97	8.51	19.02	15.55	UBE2C	chr20	protein_coding	ubiquitin-conjugating enzyme E2C
ENSG00000100239.15	11.1	10.99	7.38	11.77	PPP6R2	chr22	protein_coding	protein phosphatase 6, regulatory subunit 2
ENSG00000178401.14	4.26	3.8	3.7	0.0	DNAJC22	chr12	protein_coding	DnaJ (Hsp40) homolog, subfamily C, member 22
ENSG00000178950.16	13.56	13.58	0.0	6.08	GAK	chr4	protein_coding	cyclin G associated kinase
ENSG00000177694.14	3.47	2.49	18.17	19.86	NAALADL2	chr3	protein_coding	N-acetylated alpha-linked acidic dipeptidase-like 2
ENSG00000228288.6	0.0	0.46	0.0	0.0	PCAT6	chr1	antisense	prostate cancer associated transcript 6 (non-protein coding)
ENSG00000261798.1	2.25	2.57	0.0	0.0	RP1-118J21.25	chr1	antisense		--
ENSG00000230628.1	0.75	0.48	0.0	0.0	RP4-781K5.6	chr1	lincRNA		--
ENSG00000246331.2	0.87	0.44	0.0	0.0	RP11-77I22.2	chr12	lincRNA		--
ENSG00000173145.11	4.47	4.25	11.8	2.32	NOC3L	chr10	protein_coding	nucleolar complex associated 3 homolog (S. cerevisiae)
ENSG00000067836.12	3.48	3.74	9.4	0.0	ROGDI	chr16	protein_coding	rogdi homolog (Drosophila)
ENSG00000108774.14	0.7	0.71	0.0	4.18	RAB5C	chr17	protein_coding	RAB5C, member RAS oncogene family
ENSG00000267652.1	5.74	0.0	0.0	0.0	RP11-188I24.1	chr18	processed_pseudogene		--
ENSG00000155052.14	0.76	0.39	0.0	0.76	CNTNAP5	chr2	protein_coding	contactin associated protein-like 5
ENSG00000213626.11	1.5	1.52	4.54	2.23	LBH	chr2	protein_coding	limb bud and heart development
ENSG00000173926.5	1.96	2.3	0.0	0.0	MARCH3	chr5	protein_coding	membrane-associated ring finger (C3HC4) 3, E3 ubiquitin protein ligase
ENSG00000141503.15	9.16	11.38	13.08	12.04	MINK1	chr17	protein_coding	misshapen-like kinase 1
ENSG00000271157.1	1.71	0.44	0.0	0.0	RP1-249C1.1	chrX	processed_pseudogene		--
ENSG00000050820.16	4.44	3.58	9.21	3.87	BCAR1	chr16	protein_coding	breast cancer anti-estrogen resistance 1
ENSG00000198205.6	0.33	0.42	0.0	1.95	ZXDA	chrX	protein_coding	zinc finger, X-linked, duplicated A
ENSG00000096006.11	1.2	0.91	0.0	0.0	CRISP3	chr6	protein_coding	cysteine-rich secretory protein 3
ENSG00000171421.12	3.73	5.7	45.3	0.0	MRPL36	chr5	protein_coding	mitochondrial ribosomal protein L36
ENSG00000146963.17	18.91	20.84	27.01	10.6	C7orf55-LUC7L2	chr7	protein_coding	C7orf55-LUC7L2 readthrough
ENSG00000139697.11	18.11	16.35	13.19	8.99	SBNO1	chr12	protein_coding	strawberry notch homolog 1 (Drosophila)
ENSG00000229720.1	0.0	0.73	0.0	0.0	RP3-495K2.2	chr6	lincRNA		--
ENSG00000250247.1	1.16	0.88	0.0	0.0	SEPHS2P1	chr5	processed_pseudogene	selenophosphate synthetase 2 pseudogene 1
ENSG00000151552.11	4.53	3.23	3.67	3.6	QDPR	chr4	protein_coding	quinoid dihydropteridine reductase
ENSG00000254608.1	6.62	6.41	16.08	3.95	RP11-56A10.1	chr8	unprocessed_pseudogene		--
ENSG00000091483.6	8.97	1.71	49.91	11.13	FH	chr1	protein_coding	fumarate hydratase
ENSG00000178467.17	1.74	0.3	0.0	0.0	P4HTM	chr3	protein_coding	prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)
ENSG00000227098.1	0.0	0.0	0.0	7.17	AC073636.1	chr2	lincRNA		--
ENSG00000250699.1	2.75	0.7	0.0	0.0	AP000892.4	chr11	antisense		--
ENSG00000243300.2	1.34	1.02	0.0	0.0	LINC00359	chr13	lincRNA	long intergenic non-protein coding RNA 359
ENSG00000052723.11	3.66	3.66	0.0	2.91	SIKE1	chr1	protein_coding	suppressor of IKBKE 1
ENSG00000228614.1	2.78	2.12	0.0	0.0	RP13-476E20.1	chr6	antisense		--
ENSG00000143536.7	0.0	0.36	0.0	4.21	CRNN	chr1	protein_coding	cornulin
ENSG00000101144.12	9.24	8.92	0.0	1.9	BMP7	chr20	protein_coding	bone morphogenetic protein 7
ENSG00000110917.7	16.22	13.36	14.77	9.06	MLEC	chr12	protein_coding	malectin
ENSG00000198393.7	1.16	1.6	0.4	0.79	ZNF26	chr12	protein_coding	zinc finger protein 26
ENSG00000089692.8	0.0	0.47	0.0	0.0	LAG3	chr12	protein_coding	lymphocyte-activation gene 3
ENSG00000061936.9	5.53	6.93	2.4	2.35	SFSWAP	chr12	protein_coding	splicing factor, suppressor of white-apricot family
ENSG00000227713.1	1.9	1.94	0.0	0.0	AC116609.1	chr2	lincRNA		--
ENSG00000146039.10	0.0	0.44	0.0	0.0	SLC17A4	chr6	protein_coding	solute carrier family 17, member 4
ENSG00000263667.1	0.66	0.33	0.0	3.9	RP3-416J7.4	chr6	lincRNA		--
ENSG00000183463.5	0.0	0.73	0.0	0.0	URAD	chr13	protein_coding	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase
ENSG00000186376.14	3.0	4.16	5.83	2.15	ZNF75D	chrX	protein_coding	zinc finger protein 75D
ENSG00000010270.13	2.64	4.41	9.14	4.48	STARD3NL	chr7	protein_coding	STARD3 N-terminal like
ENSG00000140795.12	1.04	0.77	1.15	1.12	MYLK3	chr16	protein_coding	myosin light chain kinase 3
ENSG00000243295.1	0.99	1.51	0.0	0.0	CTD-2185K10.1	chr3	lincRNA		--
ENSG00000179933.5	10.6	5.49	13.31	13.06	C14orf119	chr14	protein_coding	chromosome 14 open reading frame 119
ENSG00000211797.2	2.78	0.0	0.0	0.0	TRAV17	chr14	TR_V_gene	T cell receptor alpha variable 17
ENSG00000258867.5	0.41	0.0	0.0	2.43	LINC01146	chr14	lincRNA	long intergenic non-protein coding RNA 1146
ENSG00000187166.1	1.03	0.0	6.27	0.0	H1FNT	chr12	protein_coding	H1 histone family, member N, testis-specific
ENSG00000249162.1	0.0	0.16	0.0	3.8	ADAM20P3	chr4	processed_pseudogene	ADAM metallopeptidase domain 20 pseudogene 3
ENSG00000196924.14	52.85	56.81	36.39	32.41	FLNA	chrX	protein_coding	filamin A, alpha
ENSG00000278937.1	0.42	0.78	0.0	0.83	RP11-139H14.5	chr13	TEC		--
ENSG00000197591.3	1.39	0.0	0.0	0.0	OR11L1	chr1	protein_coding	olfactory receptor, family 11, subfamily L, member 1
ENSG00000259673.5	0.0	0.12	0.0	0.0	IQCH-AS1	chr15	lincRNA	IQCH antisense RNA 1
ENSG00000221910.2	0.0	0.61	0.0	0.0	OR2F2	chr7	protein_coding	olfactory receptor, family 2, subfamily F, member 2
ENSG00000133624.13	5.73	6.56	0.0	5.33	ZNF767P	chr7	transcribed_unprocessed_pseudogene	zinc finger family member 767, pseudogene
ENSG00000213023.9	1.72	2.07	0.0	3.83	SYT3	chr19	protein_coding	synaptotagmin III
ENSG00000250500.1	0.0	0.51	0.0	0.0	RP11-119H12.3	chr4	processed_pseudogene		--
ENSG00000260920.2	1.65	2.09	0.0	0.0	RP1-228H13.5	chr1	sense_overlapping		--
ENSG00000236091.1	2.8	3.56	0.0	0.0	RP3-473B4.3	chrX	lincRNA		--
ENSG00000109610.5	6.16	8.51	21.37	13.11	SOD3	chr4	protein_coding	superoxide dismutase 3, extracellular
ENSG00000182732.16	0.19	0.24	1.14	0.0	RGS6	chr14	protein_coding	regulator of G-protein signaling 6
ENSG00000125492.9	0.86	0.73	0.0	0.0	BARHL1	chr9	protein_coding	BarH-like homeobox 1
ENSG00000168393.12	10.36	19.42	0.0	0.0	DTYMK	chr2	protein_coding	deoxythymidylate kinase (thymidylate kinase)
ENSG00000182208.12	3.12	2.97	4.73	0.0	MOB2	chr11	protein_coding	MOB kinase activator 2
ENSG00000156414.18	0.28	1.29	0.0	1.67	TDRD9	chr14	protein_coding	tudor domain containing 9
ENSG00000173809.15	0.0	0.17	0.0	1.97	TDRD12	chr19	protein_coding	tudor domain containing 12
ENSG00000244405.7	0.93	2.29	1.88	0.0	ETV5	chr3	protein_coding	ets variant 5
ENSG00000251221.1	0.0	3.11	0.0	0.0	LINC01337	chr5	lincRNA	long intergenic non-protein coding RNA 1337
ENSG00000108947.4	2.08	1.17	0.0	0.0	EFNB3	chr17	protein_coding	ephrin-B3
ENSG00000137720.7	0.0	1.25	2.13	2.09	C11orf1	chr11	protein_coding	chromosome 11 open reading frame 1
ENSG00000079819.16	5.81	7.07	4.41	3.78	EPB41L2	chr6	protein_coding	erythrocyte membrane protein band 4.1-like 2
ENSG00000275788.1	10.75	8.21	0.0	0.0	Metazoa_SRP	chr13	misc_RNA		--
ENSG00000100083.18	11.45	15.57	24.89	8.14	GGA1	chr22	protein_coding	golgi-associated, gamma adaptin ear containing, ARF binding protein 1
ENSG00000184752.12	8.45	11.83	0.0	0.0	NDUFA12	chr12	protein_coding	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12
ENSG00000204520.12	3.66	2.29	3.42	3.35	MICA	chr6	protein_coding	MHC class I polypeptide-related sequence A
ENSG00000163597.14	27.68	26.66	20.3	15.49	SNHG16	chr17	processed_transcript	small nucleolar RNA host gene 16
ENSG00000150656.14	0.61	0.85	0.0	0.0	CNDP1	chr18	protein_coding	carnosine dipeptidase 1 (metallopeptidase M20 family)
