#Chr	Start	End	PeakID	Tags	Strand	Length	maxHeight	Summit
chr8	116646470	116646603	chr8_433472	10	-	134	6	116646543
chr8	116850746	116850767	chr8_433517	5	-	22	5	116850749
chr8	123157220	123157272	chr8_434065	14	-	53	14	123157235
chr8	125003199	125003299	chr8_427014	8	+	101	5	125003262
chr8	126556812	126556924	chr8_434326	8	-	113	5	126556857
chr8	129920661	129920685	chr8_427448	5	+	25	5	129920661
chr8	134799238	134799301	chr8_434779	3	-	64	3	134799265
chr8	137920236	137920259	chr8_427573	5	+	24	5	137920238
chr8	140522709	140522747	chr8_435061	8	-	39	8	140522717
chr8	140530346	140530383	chr8_435094	5	-	38	5	140530359
chr8	140732584	140732609	chr8_435260	5	-	26	5	140732588
chr8	141210428	141210447	chr8_427660	4	+	20	4	141210430
chr8	143376402	143376448	chr8_427851	4	+	47	4	143376405
chr8	143430144	143430166	chr8_427889	3	+	23	3	143430144
chr8	143811196	143811221	chr8_435820	5	-	26	5	143811202
chr8	143813471	143813526	chr8_435829	7	-	56	6	143813495
chr8	144097054	144097134	chr8_428012	6	+	81	5	144097083
chr8	144316489	144316559	chr8_436140	7	-	71	5	144316523
chr8	144316865	144316892	chr8_436142	4	-	28	4	144316874
chr8	144393451	144393515	chr8_436186	7	-	65	5	144393483
chr8	144436580	144436654	chr8_436296	7	-	75	5	144436617
chr8	144443241	144443280	chr8_436322	5	-	40	5	144443253
chr8	144512443	144512524	chr8_436430	7	-	82	6	144512451
chr8	144516104	144516150	chr8_436460	5	-	47	5	144516118
chr8	144523255	144523306	chr8_428296	4	+	52	4	144523275
chr8	144605548	144605597	chr8_436553	4	-	50	4	144605569
chr8	144791991	144792161	chr8_436580	63	-	171	28	144792085
chr8	144792365	144792387	chr8_436582	19	-	23	19	144792365
chr9	3531248	3531294	chr9_401593	4	+	47	4	3531263
chr9	6413304	6413344	chr9_401788	4	+	41	4	6413317
chr9	6645268	6645353	chr9_412079	6	-	86	5	6645314
chr9	19063695	19063726	chr9_412504	6	-	32	6	19063701
chr9	19380189	19380242	chr9_412560	7	-	54	6	19380216
chr9	30574417	30574436	chr9_412975	4	-	20	4	30574419
chr9	32572953	32573008	chr9_413009	5	-	56	5	32572978
chr9	32704176	32704202	chr9_413015	10	-	27	10	32704180
chr9	33934301	33934340	chr9_413224	5	-	40	5	33934304
chr9	34564689	34564741	chr9_413413	4	-	53	4	34564715
chr9	34635353	34635470	chr9_413451	11	-	118	5	34635403
chr9	34637350	34637420	chr9_413467	13	-	71	7	34637415
chr9	34637546	34637601	chr9_413468	9	-	56	8	34637549
chr9	35045917	35045939	chr9_402764	5	+	23	5	35045918
chr9	35711594	35711655	chr9_413688	5	-	62	5	35711614
chr9	36920209	36920230	chr9_403050	5	+	22	5	36920211
chr9	69717214	69717243	chr9_414230	4	-	30	4	69717217
chr9	70413366	70413420	chr9_414301	5	-	55	4	70413375
chr9	70774181	70774201	chr9_414309	4	-	21	4	70774182
chr9	76571816	76571848	chr9_403736	5	+	33	5	76571821
chr9	76571850	76571967	chr9_403737	15	+	118	8	76571931
chr9	78329474	78329516	chr9_403935	5	+	43	5	78329491
chr9	79572797	79572835	chr9_404001	6	+	39	6	79572821
chr9	83978372	83978452	chr9_414844	14	-	81	6	83978416
chr9	87198165	87198187	chr9_415027	4	-	23	4	87198167
chr9	92268281	92268300	chr9_415409	6	-	20	6	92268298
chr9	92269884	92269913	chr9_415410	5	-	30	5	92269884
chr9	92286585	92286618	chr9_415432	5	-	34	5	92286604
chr9	92292464	92292594	chr9_415442	35	-	131	15	92292549
chr9	94338925	94338972	chr9_405120	4	+	48	4	94338945
chr9	96501393	96501415	chr9_405413	6	+	23	6	96501398
chr9	97432112	97432131	chr9_405463	4	+	20	4	97432114
chr9	97633822	97633869	chr9_405500	5	+	48	5	97633846
chr9	108911106	108911160	chr9_416383	5	-	55	5	108911132
chr9	109119453	109119558	chr9_416522	9	-	106	5	109119532
chr9	109119773	109119811	chr9_416524	5	-	39	5	109119792
chr9	110244046	110244084	chr9_416611	5	-	39	5	110244052
chr9	110256428	110256542	chr9_416628	12	-	115	7	110256448
chr9	113221643	113221678	chr9_406578	5	+	36	4	113221655
chr9	114425856	114425878	chr9_416939	6	-	23	6	114425859
chr9	121201760	121201815	chr9_417377	7	-	56	6	121201788
chr9	122526617	122526636	chr9_407229	6	+	20	6	122526619
chr9	122788940	122788959	chr9_417513	5	-	20	5	122788942
chr9	122880223	122880263	chr9_417550	5	-	41	5	122880233
chr9	122880269	122880306	chr9_417551	7	-	38	7	122880283
chr9	124507402	124507429	chr9_407470	5	+	28	5	124507407
chr9	124869275	124869340	chr9_407504	5	+	66	5	124869290
chr9	125241143	125241227	chr9_418369	13	-	85	7	125241161
chr9	125241228	125241343	chr9_418370	13	-	116	6	125241304
chr9	127451351	127451398	chr9_418529	6	-	48	6	127451355
chr9	127868447	127868497	chr9_418648	4	-	51	4	127868467
chr9	127945505	127945526	chr9_418767	4	-	22	4	127945509
chr9	128203413	128203484	chr9_408226	6	+	72	5	128203436
chr9	128222522	128222554	chr9_408265	8	+	33	8	128222529
chr9	128333552	128333601	chr9_408400	4	+	50	4	128333573
chr9	128552600	128552660	chr9_408593	7	+	61	5	128552615
chr9	128585801	128585862	chr9_408624	6	+	62	5	128585839
chr9	128689338	128689390	chr9_408697	7	+	53	6	128689349
chr9	128689558	128689655	chr9_408701	9	+	98	5	128689627
chr9	128814654	128814679	chr9_408807	5	+	26	5	128814658
chr9	128824098	128824159	chr9_408820	3	+	62	3	128824133
chr9	128908029	128908078	chr9_408834	5	+	50	4	128908050
chr9	129008493	129008577	chr9_419136	7	-	85	5	129008526
chr9	129148252	129148319	chr9_409031	5	+	68	4	129148268
chr9	131475126	131475169	chr9_409907	5	+	44	5	131475142
chr9	131475552	131475635	chr9_409910	10	+	84	5	131475565
chr9	131475779	131475889	chr9_409912	12	+	111	9	131475858
chr9	131481772	131481820	chr9_409941	6	+	49	6	131481788
chr9	131483358	131483409	chr9_409950	7	+	52	6	131483384
chr9	131497432	131497487	chr9_410026	6	+	56	5	131497458
chr9	131523509	131523579	chr9_410089	6	+	71	5	131523517
chr9	133058123	133058157	chr9_410213	4	+	35	4	133058129
chr9	133349395	133349470	chr9_410228	53	+	76	34	133349424
chr9	133350094	133350165	chr9_410229	34	+	72	17	133350140
chr9	133350455	133350526	chr9_410230	23	+	72	15	133350488
chr9	133350846	133350912	chr9_410231	53	+	67	37	133350883
chr9	133367343	133367445	chr9_419968	9	-	103	6	133367351
chr9	133429766	133429842	chr9_410245	4	+	77	4	133429808
chr9	135820928	135821010	chr9_420301	4	-	83	4	135820974
chr9	135913438	135913474	chr9_410566	4	+	37	4	135913444
chr9	136382259	136382334	chr9_420664	7	-	76	5	136382298
chr9	136428841	136428878	chr9_420750	4	-	38	4	136428854
chr9	136439061	136439119	chr9_420782	4	-	59	4	136439096
chr9	136455608	136455699	chr9_420822	8	-	92	6	136455648
chr9	136673360	136673399	chr9_420959	5	-	40	5	136673373
chr9	136723627	136723684	chr9_410794	6	+	58	5	136723649
chr9	136726819	136726879	chr9_420997	10	-	61	8	136726836
chr9	136808000	136808063	chr9_410837	7	+	64	6	136808013
chr9	136808248	136808326	chr9_410840	11	+	79	6	136808250
chr9	136830230	136830351	chr9_410891	5	+	122	5	136830320
chr9	136863378	136863421	chr9_421053	4	-	44	4	136863395
chr9	136943445	136943517	chr9_421098	6	-	73	6	136943467
chr9	136993206	136993243	chr9_411066	7	+	38	6	136993228
chr9	136993342	136993345	chr9_411067	6	+	4	6	136993342
chr9	137020398	137020442	chr9_421181	6	-	45	6	137020416
chr9	137043071	137043073	chr9_411076	4	+	3	4	137043071
chr9	137045877	137045896	chr9_411077	4	+	20	4	137045877
chr9	137189145	137189265	chr9_411158	4	+	121	4	137189218
chr9	137205069	137205090	chr9_421421	4	-	22	4	137205071
chr9	137242005	137242021	chr9_411227	5	+	17	5	137242013
chr9	137242495	137242534	chr9_411232	6	+	40	6	137242500
chr9	137255380	137255399	chr9_421471	4	-	20	4	137255382
chr9	137295025	137295045	chr9_411291	6	+	21	6	137295027
chr9	137301765	137301804	chr9_421485	5	-	40	5	137301782
chr9	137449953	137450025	chr9_421563	10	-	73	9	137449957
chr9	137578672	137578705	chr9_421677	5	-	34	5	137578675
chrM	87	117	chrM_209912	3	+	31	3	96
chrM	4262	4398	chrM_209916	96	+	137	36	4348
chrM	5515	5568	chrM_209979	5	-	54	4	5538
chrM	11754	11784	chrM_210001	7	-	31	7	11759
chrM	12425	12686	chrM_210009	25	-	262	8	12537
chrM	13625	13665	chrM_210015	6	-	41	6	13641
chrM	13688	13822	chrM_210016	30	-	135	14	13731
chrM	13877	14154	chrM_210017	22	-	278	7	13929
chrM	7517	7960	chrM_209931	69	+	444	26	7548
chrM	9414	9454	chrM_209934	4	+	41	4	9433
chrM	9504	9588	chrM_209935	10	+	85	10	9536
chrM	12586	12654	chrM_209944	17	+	69	15	12624
chrM	12871	13062	chrM_209946	39	+	192	21	13014
chrM	13348	13928	chrM_209951	114	+	581	40	13708
chrM	14342	14450	chrM_210019	11	-	109	8	14367
chrM	15032	15133	chrM_210024	11	-	102	5	15073
chrM	16329	16419	chrM_209959	7	+	91	4	16397
chrM	16059	16099	chrM_210034	5	-	41	5	16075
chrM	16451	16504	chrM_210042	7	-	54	7	16479
chrX	11916686	11916712	chrX_202104	10	-	27	10	11916691
chrX	12885912	12885930	chrX_202110	4	-	19	4	12885914
chrX	13689255	13689288	chrX_195162	4	+	34	4	13689269
chrX	20141726	20141789	chrX_202634	5	-	64	4	20141754
chrX	21080675	21080696	chrX_202679	5	-	22	5	21080677
chrX	23667540	23667648	chrX_195554	14	+	109	7	23667597
chrX	24149500	24149557	chrX_202775	3	-	58	3	24149525
chrX	30309060	30309081	chrX_202842	6	-	22	6	30309064
chrX	32818971	32818994	chrX_195997	5	+	24	5	32818972
chrX	38805851	38806043	chrX_196121	6	+	193	4	38805871
chrX	40074928	40074976	chrX_203037	5	-	49	5	40074948
chrX	40075086	40075173	chrX_203040	11	-	88	10	40075132
chrX	40834613	40834633	chrX_203216	4	-	21	4	40834615
chrX	45746178	45746202	chrX_203313	7	-	25	7	45746183
chrX	46912539	46912564	chrX_203529	4	-	26	4	46912544
chrX	47198822	47198861	chrX_196665	6	+	40	6	47198828
chrX	47200965	47201018	chrX_196674	5	+	54	5	47200983
chrX	47202674	47202770	chrX_196684	10	+	97	6	47202719
chrX	47203540	47203611	chrX_196688	6	+	72	5	47203563
chrX	47205947	47206058	chrX_196697	8	+	112	5	47205956
chrX	47209927	47209994	chrX_196713	6	+	68	6	47209951
chrX	47210005	47210114	chrX_196714	11	+	110	7	47210024
chrX	47211085	47211133	chrX_196719	6	+	49	5	47211100
chrX	47214326	47214384	chrX_196734	9	+	59	6	47214334
chrX	47215040	47215100	chrX_196740	6	+	61	5	47215060
chrX	47218931	47219048	chrX_196746	11	+	118	7	47218982
chrX	47585557	47585607	chrX_196874	5	+	51	4	47585579
chrX	48597543	48597590	chrX_196978	4	+	48	4	48597554
chrX	48737114	48737137	chrX_203629	4	-	24	4	48737120
chrX	49200232	49200258	chrX_197092	4	+	27	4	49200235
chrX	53082571	53082608	chrX_203872	4	-	38	4	53082575
chrX	53196734	53196819	chrX_203898	7	-	86	5	53196793
chrX	53538968	53539043	chrX_204088	6	-	76	5	53538989
chrX	53549179	53549211	chrX_204125	5	-	33	5	53549184
chrX	53549442	53549493	chrX_204127	5	-	52	5	53549462
chrX	53561782	53561908	chrX_204167	9	-	127	5	53561814
chrX	53585118	53585169	chrX_204205	9	-	52	9	53585140
chrX	53588522	53588534	chrX_204211	6	-	13	6	53588527
chrX	53589546	53589577	chrX_204213	6	-	32	6	53589546
chrX	53591061	53591118	chrX_204221	6	-	58	5	53591082
chrX	53627793	53627846	chrX_204267	5	-	54	5	53627827
chrX	53628504	53628548	chrX_204268	6	-	45	6	53628517
chrX	53631432	53631476	chrX_204277	5	-	45	5	53631457
chrX	65041322	65041364	chrX_197560	4	+	43	4	65041328
chrX	65528259	65528369	chrX_204700	5	-	111	5	65528289
chrX	71061080	71061118	chrX_204866	6	-	39	6	71061099
chrX	71300171	71300249	chrX_198012	11	+	79	8	71300211
chrX	71300306	71300373	chrX_198013	7	+	68	5	71300312
chrX	71546757	71546806	chrX_198096	7	+	50	7	71546778
chrX	71911060	71911086	chrX_198175	4	+	27	4	71911062
chrX	72277192	72277245	chrX_204948	13	-	54	9	72277227
chrX	73820683	73820729	chrX_205145	10	-	47	9	73820691
chrX	73820876	73820925	chrX_205148	12	-	50	12	73820888
chrX	73821082	73821202	chrX_205152	24	-	121	17	73821120
chrX	73821205	73821755	chrX_205153	147	-	551	29	73821731
chrX	73821917	73822006	chrX_205156	13	-	90	9	73821960
chrX	73822050	73822412	chrX_205158	123	-	363	22	73822180
chrX	73822413	73822484	chrX_205159	22	-	72	19	73822454
chrX	73822606	73822924	chrX_205162	57	-	319	13	73822702
chrX	73823002	73823114	chrX_205164	20	-	113	12	73823094
chrX	73823226	73823266	chrX_205166	10	-	41	10	73823242
chrX	73823331	73823378	chrX_205167	13	-	48	12	73823355
chrX	73823419	73823548	chrX_205169	43	-	130	14	73823490
chrX	73823550	73823794	chrX_205170	57	-	245	14	73823701
chrX	73823819	73823969	chrX_205171	45	-	151	19	73823860
chrX	73823974	73824198	chrX_205172	51	-	225	14	73824154
chrX	73824202	73824316	chrX_205173	24	-	115	15	73824247
chrX	73824352	73824427	chrX_205174	20	-	76	11	73824399
chrX	73824457	73824509	chrX_205176	22	-	53	22	73824484
chrX	73824595	73824664	chrX_205178	11	-	70	9	73824625
chrX	73824694	73824786	chrX_205180	21	-	93	13	73824727
chrX	73824949	73825038	chrX_205184	37	-	90	30	73824985
chrX	73825072	73825240	chrX_205185	58	-	169	32	73825153
chrX	73825251	73825543	chrX_205186	63	-	293	18	73825523
chrX	73825545	73825776	chrX_205187	75	-	232	26	73825727
chrX	73825895	73826377	chrX_205189	269	-	483	66	73826014
chrX	73826382	73826473	chrX_205190	21	-	92	14	73826402
chrX	73826481	73827548	chrX_205191	504	-	1068	60	73827121
chrX	73827562	73827677	chrX_205192	21	-	116	12	73827583
chrX	73827756	73827865	chrX_205194	23	-	110	10	73827838
chrX	73829067	73829231	chrX_205205	122	-	165	44	73829102
chrX	73831065	73831268	chrX_205215	80	-	204	23	73831206
chrX	73833237	73833377	chrX_205226	75	-	141	37	73833362
chrX	73837439	73837509	chrX_205262	35	-	71	19	73837440
chrX	73841361	73841648	chrX_205307	91	-	288	20	73841429
chrX	73841672	73841765	chrX_205308	19	-	94	12	73841703
chrX	73841802	73841921	chrX_205309	28	-	120	15	73841888
chrX	73841931	73842107	chrX_205310	48	-	177	26	73842044
chrX	73842111	73842224	chrX_205311	34	-	114	22	73842144
chrX	73842237	73842495	chrX_205312	89	-	259	27	73842435
chrX	73842501	73843202	chrX_205313	220	-	702	29	73843005
chrX	73843225	73843527	chrX_205314	170	-	303	34	73843350
chrX	73843528	73844565	chrX_205315	331	-	1038	30	73844391
chrX	73844577	73844738	chrX_205316	42	-	162	25	73844658
chrX	73844763	73844861	chrX_205317	33	-	99	15	73844835
chrX	73844863	73845057	chrX_205318	47	-	195	14	73844996
chrX	73845072	73845149	chrX_205319	13	-	78	11	73845120
chrX	73845154	73845235	chrX_205320	14	-	82	12	73845187
chrX	73845247	73845308	chrX_205321	10	-	62	10	73845270
chrX	73845368	73845446	chrX_205322	29	-	79	27	73845417
chrX	73845547	73845656	chrX_205324	24	-	110	12	73845637
chrX	73845670	73845740	chrX_205325	24	-	71	22	73845716
chrX	73845824	73845904	chrX_205327	14	-	81	10	73845864
chrX	73845954	73846099	chrX_205328	33	-	146	11	73846068
chrX	73846118	73846193	chrX_205329	30	-	76	21	73846155
chrX	73846233	73846588	chrX_205330	103	-	356	26	73846439
chrX	73846592	73846632	chrX_205331	12	-	41	12	73846609
chrX	73846634	73847018	chrX_205332	135	-	385	24	73846767
chrX	73847049	73847310	chrX_205333	108	-	262	31	73847201
chrX	73847318	73847415	chrX_205334	40	-	98	23	73847390
chrX	73847424	73847463	chrX_205335	11	-	40	11	73847443
chrX	73847509	73847606	chrX_205336	17	-	98	10	73847581
chrX	73848508	73849382	chrX_205338	343	-	875	33	73848988
chrX	73849397	73849850	chrX_205339	158	-	454	28	73849707
chrX	73849907	73850139	chrX_205340	91	-	233	26	73850073
chrX	73850258	73850403	chrX_205343	34	-	146	17	73850373
chrX	73850409	73850698	chrX_205344	137	-	290	39	73850606
chrX	73850761	73852035	chrX_205345	663	-	1275	55	73850837
chrX	73852149	73852253	chrX_205346	18	-	105	9	73852181
chrX	73852490	73852567	chrX_205349	13	-	78	9	73852502
chrX	73852605	73852714	chrX_205351	48	-	110	30	73852659
chrX	78104253	78104323	chrX_198500	9	+	71	5	78104269
chrX	89706687	89706717	chrX_198669	5	+	31	5	89706689
chrX	100632491	100632542	chrX_205927	6	-	52	5	100632516
chrX	101395727	101395754	chrX_198906	4	+	28	4	101395731
chrX	101401679	101401768	chrX_206005	9	-	90	5	101401688
chrX	101407760	101407910	chrX_206015	15	-	151	6	101407820
chrX	101616567	101616588	chrX_206017	4	-	22	4	101616570
chrX	103376536	103376613	chrX_199157	7	+	78	5	103376600
chrX	103685170	103685253	chrX_206111	13	-	84	8	103685195
chrX	103686651	103686683	chrX_206118	6	-	33	6	103686657
chrX	105953160	105953173	chrX_206169	5	-	14	5	105953161
chrX	105955504	105955509	chrX_206170	5	-	6	5	105955504
chrX	106612396	106612429	chrX_199274	4	+	34	4	106612410
chrX	108720567	108720608	chrX_206445	5	-	42	5	108720581
chrX	108721801	108721886	chrX_206460	7	-	86	5	108721815
chrX	108725975	108726057	chrX_206503	8	-	83	6	108726015
chrX	108726567	108726608	chrX_206512	5	-	42	5	108726584
chrX	108730501	108730543	chrX_206543	5	-	43	5	108730517
chrX	108732629	108732725	chrX_206557	16	-	97	8	108732683
chrX	108732748	108732836	chrX_206559	10	-	89	6	108732801
chrX	108732932	108733015	chrX_206562	14	-	84	8	108732945
chrX	108733040	108733086	chrX_206563	6	-	47	6	108733051
chrX	108733111	108733274	chrX_206564	17	-	164	7	108733133
chrX	108733334	108733399	chrX_206566	7	-	66	6	108733344
chrX	108733861	108733963	chrX_206571	10	-	103	8	108733891
chrX	108734009	108734102	chrX_206573	9	-	94	6	108734076
chrX	108734568	108734743	chrX_206581	12	-	176	6	108734702
chrX	108734935	108735062	chrX_206583	20	-	128	9	108735017
chrX	108735095	108735161	chrX_206584	11	-	67	10	108735112
chrX	108735231	108735360	chrX_206586	14	-	130	7	108735254
chrX	108735377	108735566	chrX_206587	42	-	190	16	108735501
chrX	108735568	108735610	chrX_206588	9	-	43	9	108735581
chrX	108735655	108735704	chrX_206590	6	-	50	6	108735686
chrX	108735722	108735822	chrX_206591	12	-	101	6	108735800
chrX	108735901	108735963	chrX_206593	10	-	63	6	108735905
chrX	108735965	108735997	chrX_206594	6	-	33	6	108735969
chrX	108736015	108736265	chrX_206595	40	-	251	15	108736027
chrX	109054176	109054218	chrX_199490	4	+	43	4	109054197
chrX	109054363	109054418	chrX_199492	4	+	56	4	109054368
chrX	112519960	112519983	chrX_199704	8	+	24	8	112519963
chrX	112776612	112776682	chrX_206688	7	-	71	5	112776627
chrX	112777237	112777328	chrX_206695	8	-	92	6	112777274
chrX	112778583	112778625	chrX_206708	5	-	43	5	112778596
chrX	112779503	112779649	chrX_206716	14	-	147	6	112779557
chrX	112782539	112782568	chrX_206724	8	-	30	6	112782546
chrX	112790579	112790640	chrX_206745	5	-	62	5	112790601
chrX	112805021	112805087	chrX_206765	7	-	67	5	112805042
chrX	112815775	112815845	chrX_206783	7	-	71	6	112815792
chrX	112822638	112822732	chrX_206803	8	-	95	6	112822688
chrX	112823070	112823116	chrX_206810	5	-	47	5	112823086
chrX	112825096	112825216	chrX_206815	15	-	121	7	112825133
chrX	112840551	112840644	chrX_206846	11	-	94	7	112840619
chrX	115561187	115561257	chrX_199723	11	+	71	6	115561218
chrX	115610244	115610300	chrX_199781	5	+	57	5	115610266
chrX	119236307	119236577	chrX_200033	41	+	271	11	119236404
chrX	119470419	119470455	chrX_200068	5	+	37	5	119470428
chrX	119471120	119471159	chrX_200071	9	+	40	9	119471132
chrX	119605945	119605985	chrX_207094	5	-	41	5	119605965
chrX	119787410	119787459	chrX_207141	13	-	50	12	119787439
chrX	119791573	119791647	chrX_207147	17	-	75	14	119791590
chrX	119838366	119838460	chrX_207159	5	-	95	4	119838379
chrX	119871876	119871986	chrX_200091	14	+	111	7	119871921
chrX	120456759	120456769	chrX_207256	7	-	11	7	120456768
chrX	120469105	120469163	chrX_207261	9	-	59	8	120469122
chrX	123627740	123627781	chrX_207341	6	-	42	6	123627747
chrX	129436527	129436558	chrX_207759	7	-	32	7	129436528
chrX	130147751	130147794	chrX_207888	5	-	44	5	130147771
chrX	130429848	130429871	chrX_200503	6	+	24	6	130429850
chrX	134779444	134779514	chrX_208443	4	-	71	4	134779474
chrX	136659911	136659930	chrX_200880	4	+	20	4	136659913
chrX	136879197	136879273	chrX_208671	39	-	77	29	136879216
chrX	139563258	139563278	chrX_200948	4	+	21	4	139563259
chrX	139814952	139814985	chrX_208752	5	-	34	5	139814969
chrX	149090200	149090223	chrX_201052	5	+	24	5	149090201
chrX	151104682	151104701	chrX_208998	5	-	20	5	151104683
chrX	152364453	152364478	chrX_209016	12	-	26	12	152364459
chrX	153688176	153688240	chrX_201364	6	+	65	5	153688204
chrX	153700735	153700807	chrX_209114	7	-	73	4	153700788
chrX	153798331	153798386	chrX_201421	6	+	56	5	153798339
chrX	153960281	153960319	chrX_209325	6	-	39	6	153960296
chrX	154012632	154012678	chrX_209395	7	-	47	5	154012660
chrX	154016436	154016530	chrX_209412	8	-	95	6	154016466
chrX	154019541	154019598	chrX_209434	8	-	58	7	154019567
chrX	154348902	154348953	chrX_209542	6	-	52	6	154348918
chrX	154354985	154355072	chrX_209594	13	-	88	6	154354996
chrX	154358269	154358345	chrX_209609	7	-	77	6	154358320
chrX	154364608	154364684	chrX_209656	11	-	77	9	154364650
chrX	154370892	154370944	chrX_209689	8	-	53	7	154370910
chrX	154370969	154371087	chrX_209691	8	-	119	6	154371055
chrX	154400288	154400371	chrX_201479	5	+	84	5	154400329
chrX	154434297	154434382	chrX_201520	7	+	86	5	154434310
chrX	154436103	154436152	chrX_201536	5	+	50	5	154436129
chrX	154441622	154441692	chrX_201560	7	+	71	5	154441668
chrX	154442127	154442173	chrX_201562	6	+	47	6	154442142
chrX	154775003	154775054	chrX_201713	6	+	52	5	154775017
chrX	155111245	155111267	chrX_201763	5	+	23	5	155111247
chrX	155487000	155487044	chrX_209889	6	-	45	6	155487011
chrY	3367773	3367801	chrY_194656	4	+	29	4	3367775
chrY	10197964	10198022	chrY_194681	60	+	59	52	10197982
chrY	10198912	10198996	chrY_194692	365	+	85	248	10198967
chrY	11107789	11107828	chrY_194697	3	+	40	3	11107806
chrY	11972112	11972131	chrY_194702	4	+	20	4	11972114
GL000220.1	109178	109244	GL000220.1_171611	8	+	67	8	109207
GL000220.1	113346	113562	GL000220.1_171618	25	+	217	14	113516
GL000220.1	115302	115361	GL000220.1_171626	8	+	60	8	115314
GL000220.1	115763	115946	GL000220.1_171629	22	+	184	20	115799
GL000220.1	116015	116085	GL000220.1_171630	6	+	71	6	116052
GL000220.1	116141	116233	GL000220.1_171631	12	+	93	11	116191
GL000220.1	117398	117486	GL000220.1_171637	15	+	89	8	117419
GL000220.1	118214	118378	GL000220.1_171642	20	+	165	11	118302
GL000220.1	157424	157544	GL000220.1_171658	13	+	121	9	157479
GL000220.1	159274	159323	GL000220.1_171666	6	+	50	6	159287
GL000220.1	159732	159884	GL000220.1_171669	13	+	153	10	159746
GL000220.1	159891	160081	GL000220.1_171670	9	+	191	7	160023
GL000220.1	160104	160208	GL000220.1_171671	10	+	105	8	160153
GL000220.1	161033	161092	GL000220.1_171673	7	+	60	7	161054
GL000220.1	161369	161457	GL000220.1_171675	14	+	89	7	161391
KI270442.1	219768	219803	KI270442.1_210050	6	-	36	6	219775
KI270467.1	2274	2353	KI270467.1_8	6	-	80	5	2327
KI270709.1	62940	62964	KI270709.1_171677	4	+	25	4	62943
KI270733.1	130263	130427	KI270733.1_171712	18	+	165	12	130370
KI270733.1	132575	132765	KI270733.1_171725	18	+	191	15	132634
KI270733.1	132999	133090	KI270733.1_171728	15	+	92	13	133037
KI270733.1	133924	133980	KI270733.1_171733	8	+	57	8	133945
KI270733.1	134260	134349	KI270733.1_171735	15	+	90	10	134311
KI270733.1	134900	134966	KI270733.1_171738	11	+	67	9	134964
KI270733.1	134984	135031	KI270733.1_171739	7	+	48	7	134991
KI270733.1	135061	135276	KI270733.1_171740	98	+	216	75	135117
KI270733.1	168850	168890	KI270733.1_171742	11	+	41	11	168864
KI270733.1	175428	175505	KI270733.1_171760	11	+	78	10	175442
KI270733.1	177697	177852	KI270733.1_171773	14	+	156	11	177733
KI270733.1	178092	178170	KI270733.1_171777	10	+	79	10	178115
KI270733.1	178431	178452	KI270733.1_171779	8	+	22	8	178431
KI270733.1	179316	179427	KI270733.1_171783	14	+	112	8	179361
#Chr	Start	End	PeakID	Tags	Strand	Length	maxHeight	Summit
chr1	15847799	15847889	chr1_360734	9	+	91	5	15847860
chr1	149886628	149886678	chr1_392909	6	-	51	5	149886649
chr1	149887894	149887952	chr1_392913	3	-	59	3	149887920
chr11	65445509	65445563	chr11_5667	6	+	55	6	65445522
chr13	38687106	38687153	chr13_141446	5	+	48	5	38687127
chr16	726940	726959	chr16_73629	3	-	20	3	726942
chr17	62065255	62065300	chr17_59091	2	-	46	2	62065280
chr2	219550567	219550610	chr2_342235	2	+	44	2	219550572
chr20	62387105	62387131	chr20_230444	2	+	27	2	62387108
chr22	38075680	38075708	chr22_214394	3	+	29	3	38075680
chr4	20253190	20253334	chr4_285579	18	+	145	8	20253274
chr4	83012903	83012953	chr4_295971	2	-	51	2	83012919
chr6	3456973	3457039	chr6_253747	5	-	67	4	3456976
chr6	26156329	26156568	chr6_243970	68	+	240	23	26156395
chr6	26157026	26157109	chr6_243977	20	+	84	16	26157056
chr6	26199211	26199266	chr6_255032	5	-	56	4	26199240
chr6	27147111	27147171	chr6_244115	2	+	61	2	27147136
chr6	27808187	27808231	chr6_244175	2	+	45	2	27808202
chr6	27810054	27810096	chr6_244178	14	+	43	14	27810067
chr6	27893439	27893489	chr6_244201	3	+	51	3	27893458
chr6	144095548	144095587	chr6_262590	2	-	40	2	144095564
chr7	157010642	157010664	chr7_194397	2	-	23	2	157010643
chr9	93451700	93451733	chr9_404903	3	+	34	3	93451704
chr9	136866261	136866304	chr9_421058	3	-	44	3	136866274
chrM	2596	4247	chrM_209915	1985	+	1652	233	3169
chrM	7990	8855	chrM_209932	149	+	866	56	8343
chrM	14516	14742	chrM_210021	325	-	227	255	14693
chrX	109054511	109054603	chrX_199493	11	+	93	6	109054533
