#Chr	Start	End	PeakID	Tags	Strand	Length	maxHeight	Summit	regionInfo	GeneID	Symbol	Chr	GeneType	Description
chr6	33416930	33416969	chr6_261439	9	-	40	9	33416943	CDS:1.0;	ENSG00000112514.15	CUTA	chr6	protein_coding	cutA divalent cation tolerance homolog (E. coli)
chr6	136289712	136289795	chr6_272520	11	-	84	7	136289716	five_prime_UTR:1.0;	ENSG00000029363.15	BCLAF1	chr6	protein_coding	BCL2-associated transcription factor 1
chr6	27791346	27791433	chr6_259987	7	-	88	4	27791400	intergenic;	--
chr6	1611475	1611543	chr6_234884	8	+	69	7	1611504	CDS:1.0;	ENSG00000054598.6	FOXC1	chr6	protein_coding	forkhead box C1
chr6	32980961	32981022	chr6_240140	7	+	62	7	32980991	three_prime_UTR:1.0;	ENSG00000204256.12	BRD2	chr6	protein_coding	bromodomain containing 2
chr6	132816803	132816872	chr6_250818	217	+	70	129	132816821	intron:1.0;	ENSG00000112306.7	RPS12	chr6	protein_coding	ribosomal protein S12
chr6	27838305	27838367	chr6_259996	4	-	63	4	27838330	CDS:0.55;intron:0.45;	ENSG00000275221.1	HIST1H2AK	chr6	protein_coding	histone cluster 1, H2ak
chr6	32117663	32117694	chr6_261091	5	-	32	5	32117675	CDS:1.0;	ENSG00000213676.10	ATF6B	chr6	protein_coding	activating transcription factor 6 beta
chr6	159969187	159969294	chr6_255129	14	+	108	9	159969206	five_prime_UTR:0.55;CDS:0.45;	ENSG00000197081.12	IGF2R	chr6	protein_coding	insulin-like growth factor 2 receptor
chr6	117060777	117060803	chr6_248869	4	+	27	4	117060779	noncoding_exon:0.85;intron:0.15;	ENSG00000200248.1	RNA5SP214	chr6	rRNA	RNA, 5S ribosomal pseudogene 214
chr6	18215033	18215072	chr6_237646	5	+	40	5	18215042	CDS:1.0;	ENSG00000165097.13	KDM1B	chr6	protein_coding	lysine (K)-specific demethylase 1B
chr6	7904588	7904635	chr6_258024	8	-	48	8	7904600	CDS:1.0;	ENSG00000259040.4	BLOC1S5-TXNDC5	chr6	protein_coding	BLOC1S5-TXNDC5 readthrough (NMD candidate)
chr6	111873168	111873212	chr6_270163	7	-	45	7	111873192	five_prime_UTR:1.0;	ENSG00000010810.17	FYN	chr6	protein_coding	FYN proto-oncogene, Src family tyrosine kinase
chr6	26031644	26031672	chr6_259732	6	-	29	6	26031652	CDS:0.82;intron:0.18;	ENSG00000274267.1	HIST1H3B	chr6	protein_coding	histone cluster 1, H3b
chr6	26188738	26188927	chr6_259761	23	-	190	8	26188863	CDS:0.86;intron:0.14;	ENSG00000277157.1	HIST1H4D	chr6	protein_coding	histone cluster 1, H4d
chr6	99540012	99540035	chr6_268300	6	-	24	6	99540015	intergenic;	--
chr6	26033466	26033533	chr6_259742	7	-	68	5	26033479	CDS:1.0;	ENSG00000278463.1	HIST1H2AB	chr6	protein_coding	histone cluster 1, H2ab
chr6	10695395	10695426	chr6_236482	4	+	32	4	10695400	intron:1.0;	ENSG00000111845.4	PAK1IP1	chr6	protein_coding	PAK1 interacting protein 1
chr6	36975402	36975451	chr6_262493	5	-	50	5	36975411	intron:1.0;	ENSG00000137409.18	MTCH1	chr6	protein_coding	mitochondrial carrier 1
chr6	30724793	30724844	chr6_239499	6	+	52	6	30724809	three_prime_UTR:1.0;	ENSG00000196230.12	TUBB	chr6	protein_coding	tubulin, beta class I
chr6	83859743	83859762	chr6_266489	4	-	20	4	83859744	antisense;	ENSG00000065615.13	CYB5R4	chr6	protein_coding	cytochrome b5 reductase 4
chr6	34236908	34236954	chr6_240537	8	+	47	6	34236934	five_prime_UTR:1.0;	ENSG00000137309.19	HMGA1	chr6	protein_coding	high mobility group AT-hook 1
chr6	43021118	43021168	chr6_242776	8	+	51	8	43021141	three_prime_UTR:1.0;	ENSG00000124702.17	KLHDC3	chr6	protein_coding	kelch domain containing 3
chr6	152989680	152989732	chr6_253596	5	+	53	5	152989713	antisense;	ENSG00000112031.15	MTRF1L	chr6	protein_coding	mitochondrial translational release factor 1-like
chr6	160085073	160085131	chr6_255341	8	+	59	6	160085102	CDS:1.0;	ENSG00000197081.12	IGF2R	chr6	protein_coding	insulin-like growth factor 2 receptor
chr6	169657199	169657242	chr6_276713	5	-	44	5	169657205	intron:1.0;	ENSG00000184465.15	WDR27	chr6	protein_coding	WD repeat domain 27
chr6	63635960	63636024	chr6_244494	6	+	65	5	63635996	five_prime_UTR:1.0;	ENSG00000118482.11	PHF3	chr6	protein_coding	PHD finger protein 3
chr6	34773632	34773725	chr6_240626	6	+	94	4	34773706	three_prime_UTR:1.0;	ENSG00000124562.9	SNRPC	chr6	protein_coding	small nuclear ribonucleoprotein polypeptide C
chr6	27650930	27650969	chr6_259968	13	-	40	13	27650949	intergenic;	--
chr6	160058961	160059048	chr6_255268	7	+	88	5	160058983	CDS:1.0;	ENSG00000197081.12	IGF2R	chr6	protein_coding	insulin-like growth factor 2 receptor
chr6	44232880	44232935	chr6_243486	5	+	56	5	44232901	CDS:1.0;	ENSG00000112759.16	SLC29A1	chr6	protein_coding	solute carrier family 29 (equilibrative nucleoside transporter), member 1
chr6	43130536	43130576	chr6_242884	6	+	41	6	43130542	CDS:1.0;	ENSG00000112655.15	PTK7	chr6	protein_coding	protein tyrosine kinase 7 (inactive)
chr6	26021777	26021820	chr6_238703	5	+	44	5	26021786	CDS:1.0;	ENSG00000278637.1	HIST1H4A	chr6	protein_coding	histone cluster 1, H4a
chr6	136845673	136845692	chr6_272727	5	-	20	5	136845675	antisense;	ENSG00000112357.12	PEX7	chr6	protein_coding	peroxisomal biogenesis factor 7
chr6	34245178	34245269	chr6_240570	8	+	92	6	34245183	three_prime_UTR:1.0;	ENSG00000137309.19	HMGA1	chr6	protein_coding	high mobility group AT-hook 1
chr6	38682807	38682864	chr6_262817	10	-	58	7	38682807	CDS:1.0;	ENSG00000124767.6	GLO1	chr6	protein_coding	glyoxalase I
chr6	156779327	156779441	chr6_253937	8	+	115	5	156779413	CDS:1.0;	ENSG00000049618.21	ARID1B	chr6	protein_coding	AT rich interactive domain 1B (SWI1-like)
chr6	44253181	44253244	chr6_243530	10	+	64	10	44253198	CDS:1.0;	ENSG00000096384.19	HSP90AB1	chr6	protein_coding	heat shock protein 90kDa alpha (cytosolic), class B member 1
chr6	21596096	21596161	chr6_238326	8	+	66	5	21596110	three_prime_UTR:1.0;	ENSG00000124766.5	SOX4	chr6	protein_coding	SRY (sex determining region Y)-box 4
chr6	1610514	1610690	chr6_234873	21	+	177	7	1610651	CDS:1.0;	ENSG00000054598.6	FOXC1	chr6	protein_coding	forkhead box C1
chr6	168319659	168319682	chr6_276536	8	-	24	8	168319664	five_prime_UTR:1.0;	ENSG00000164488.11	DACT2	chr6	protein_coding	dishevelled-binding antagonist of beta-catenin 2
chr6	117602152	117602205	chr6_270597	5	-	54	4	117602183	CDS:1.0;	ENSG00000047932.13	GOPC	chr6	protein_coding	golgi-associated PDZ and coiled-coil motif containing
chr6	138404466	138404597	chr6_251376	21	+	132	7	138404475	five_prime_UTR:0.22;CDS:0.78;	ENSG00000051620.10	HEBP2	chr6	protein_coding	heme binding protein 2
chr6	2394652	2394671	chr6_257139	4	-	20	4	2394654	antisense;	ENSG00000250903.8	GMDS-AS1	chr6	lincRNA	GMDS antisense RNA 1 (head to head)
chr6	32170551	32170624	chr6_261139	6	-	74	5	32170584	CDS:0.67;intron:0.33;	ENSG00000204310.10	AGPAT1	chr6	protein_coding	1-acylglycerol-3-phosphate O-acyltransferase 1
chr6	70252133	70252153	chr6_265410	4	-	21	4	70252135	CDS:1.0;	ENSG00000112280.15	COL9A1	chr6	protein_coding	collagen, type IX, alpha 1
chr6	33916282	33916316	chr6_240520	4	+	35	4	33916283	intron:1.0;	ENSG00000233183.2	RP3-468B3.2	chr6	lincRNA		--
chr6	7541891	7541986	chr6_236141	7	+	96	5	7541922	five_prime_UTR:0.25;CDS:0.75;	ENSG00000096696.13	DSP	chr6	protein_coding	desmoplakin
chr6	1611091	1611158	chr6_234880	9	+	68	7	1611130	CDS:1.0;	ENSG00000054598.6	FOXC1	chr6	protein_coding	forkhead box C1
chr6	31729103	31729135	chr6_260877	4	-	33	4	31729107	CDS:1.0;	ENSG00000213722.8	DDAH2	chr6	protein_coding	dimethylarginine dimethylaminohydrolase 2
chr6	27147114	27147233	chr6_238948	18	+	120	10	27147142	CDS:0.88;intron:0.12;	ENSG00000274997.1	HIST1H2AH	chr6	protein_coding	histone cluster 1, H2ah
chr6	26553515	26553565	chr6_238897	13	+	51	13	26553534	intergenic;	--
chr6	43519708	43519740	chr6_243208	5	+	33	5	43519711	CDS:1.0;	ENSG00000171453.17	POLR1C	chr6	protein_coding	polymerase (RNA) I polypeptide C, 30kDa
chr6	26031985	26032095	chr6_259735	17	-	111	7	26032044	CDS:0.68;intron:0.32;	ENSG00000274267.1	HIST1H3B	chr6	protein_coding	histone cluster 1, H3b
chr6	143843385	143843433	chr6_251945	6	+	49	5	143843400	intron:1.0;	ENSG00000257065.1	RP3-468K18.5	chr6	protein_coding		--
chr6	26285364	26285438	chr6_259799	5	-	75	5	26285408	CDS:1.0;	ENSG00000158406.3	HIST1H4H	chr6	protein_coding	histone cluster 1, H4h
chr6	12442965	12442986	chr6_258299	4	-	22	4	12442967	intergenic;	--
chr6	116277366	116277424	chr6_270431	7	-	59	5	116277403	three_prime_UTR:1.0;	ENSG00000189241.6	TSPYL1	chr6	protein_coding	TSPY-like 1
chr6	42936011	42936039	chr6_242679	4	+	29	4	42936012	intron:1.0;	ENSG00000137161.16	CNPY3	chr6	protein_coding	canopy FGF signaling regulator 3
chr6	26031676	26031834	chr6_259733	33	-	159	19	26031812	CDS:1.0;	ENSG00000274267.1	HIST1H3B	chr6	protein_coding	histone cluster 1, H3b
chr6	29613314	29613365	chr6_260199	6	-	52	6	29613338	CDS:1.0;	ENSG00000204681.10	GABBR1	chr6	protein_coding	gamma-aminobutyric acid (GABA) B receptor, 1
chr6	26124186	26124263	chr6_238715	12	+	78	11	26124231	five_prime_UTR:0.6;CDS:0.4;	ENSG00000180573.9	HIST1H2AC	chr6	protein_coding	histone cluster 1, H2ac
chr6	160102524	160102555	chr6_255370	5	+	32	5	160102536	CDS:1.0;	ENSG00000197081.12	IGF2R	chr6	protein_coding	insulin-like growth factor 2 receptor
chr6	169655184	169655223	chr6_276707	6	-	40	6	169655203	intron:1.0;	ENSG00000184465.15	WDR27	chr6	protein_coding	WD repeat domain 27
chr6	75749160	75749179	chr6_265694	5	-	20	5	75749162	intergenic;	--
chr6	156901392	156901424	chr6_254030	5	+	33	5	156901397	CDS:1.0;	ENSG00000049618.21	ARID1B	chr6	protein_coding	AT rich interactive domain 1B (SWI1-like)
chr6	31635177	31635246	chr6_239782	17	+	70	12	31635210	CDS:1.0;	ENSG00000204469.12	PRRC2A	chr6	protein_coding	proline-rich coiled-coil 2A
chr6	1608522	1608585	chr6_234864	5	+	64	5	1608544	intergenic;	--
chr6	170553158	170553292	chr6_277006	23	-	135	10	170553211	five_prime_UTR:0.37;CDS:0.63;	ENSG00000008018.8	PSMB1	chr6	protein_coding	proteasome (prosome, macropain) subunit, beta type, 1
chr6	31271151	31271213	chr6_260697	5	-	63	5	31271171	CDS:1.0;	ENSG00000204525.14	HLA-C	chr6	protein_coding	major histocompatibility complex, class I, C
chr6	105376124	105376179	chr6_268832	6	-	56	6	105376132	CDS:1.0;	ENSG00000085377.13	PREP	chr6	protein_coding	prolyl endopeptidase
chr6	26031610	26031639	chr6_259731	3	-	30	3	26031616	intergenic;	--
chr6	88904749	88904768	chr6_246519	4	+	20	4	88904750	antisense;	ENSG00000111880.15	RNGTT	chr6	protein_coding	RNA guanylyltransferase and 5'-phosphatase
chr6	33277624	33277673	chr6_240222	5	+	50	5	33277652	CDS:1.0;	ENSG00000235863.3	B3GALT4	chr6	protein_coding	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4
chr6	149853005	149853054	chr6_274425	5	-	50	5	149853027	CDS:1.0;	ENSG00000120256.9	LRP11	chr6	protein_coding	low density lipoprotein receptor-related protein 11
chr6	149863828	149863909	chr6_274446	6	-	82	5	149863857	CDS:1.0;	ENSG00000120256.9	LRP11	chr6	protein_coding	low density lipoprotein receptor-related protein 11
chr6	32980074	32980132	chr6_240130	8	+	59	6	32980106	CDS:1.0;	ENSG00000204256.12	BRD2	chr6	protein_coding	bromodomain containing 2
chr6	27892730	27892795	chr6_260003	8	-	66	7	27892753	CDS:0.6;intron:0.4;	ENSG00000278677.1	HIST1H2AM	chr6	protein_coding	histone cluster 1, H2am
chr6	31666820	31666885	chr6_239808	8	+	66	6	31666860	five_prime_UTR:0.17;CDS:0.83;	ENSG00000204435.13	CSNK2B	chr6	protein_coding	casein kinase 2, beta polypeptide
chr6	7884446	7884488	chr6_257985	8	-	43	8	7884461	CDS:1.0;	ENSG00000259040.4	BLOC1S5-TXNDC5	chr6	protein_coding	BLOC1S5-TXNDC5 readthrough (NMD candidate)
chr6	33203984	33204047	chr6_240191	9	+	64	8	33204019	three_prime_UTR:1.0;	ENSG00000112473.16	SLC39A7	chr6	protein_coding	solute carrier family 39 (zinc transporter), member 7
chr6	32972782	32972927	chr6_240097	17	+	146	6	32972885	five_prime_UTR:0.8;CDS:0.2;	ENSG00000204256.12	BRD2	chr6	protein_coding	bromodomain containing 2
chr6	43515965	43516003	chr6_263635	6	-	39	6	43515977	CDS:1.0;	ENSG00000137207.11	YIPF3	chr6	protein_coding	Yip1 domain family, member 3
chr6	44251076	44251115	chr6_243524	6	+	40	6	44251089	CDS:1.0;	ENSG00000096384.19	HSP90AB1	chr6	protein_coding	heat shock protein 90kDa alpha (cytosolic), class B member 1
chr6	116279068	116279150	chr6_270447	8	-	83	6	116279082	CDS:1.0;	ENSG00000189241.6	TSPYL1	chr6	protein_coding	TSPY-like 1
chr6	116279870	116279927	chr6_270457	4	-	58	3	116279874	five_prime_UTR:0.58;intron:0.42;	ENSG00000189241.6	TSPYL1	chr6	protein_coding	TSPY-like 1
chr6	26103938	26104080	chr6_238711	26	+	143	9	26103969	five_prime_UTR:0.06;CDS:0.94;	ENSG00000197061.4	HIST1H4C	chr6	protein_coding	histone cluster 1, H4c
chr6	166330226	166330247	chr6_275976	5	-	22	5	166330238	CDS:1.0;	ENSG00000198818.9	SFT2D1	chr6	protein_coding	SFT2 domain containing 1
chr6	28923887	28923966	chr6_260146	6	-	80	4	28923919	five_prime_UTR:1.0;	ENSG00000204713.10	TRIM27	chr6	protein_coding	tripartite motif containing 27
chr6	159969321	159969369	chr6_255130	5	+	49	5	159969335	CDS:1.0;	ENSG00000197081.12	IGF2R	chr6	protein_coding	insulin-like growth factor 2 receptor
chr6	27631458	27631522	chr6_239016	10	+	65	6	27631462	noncoding_exon:1.0;	ENSG00000238648.1	TRI-TAT2-3	chr6	miRNA	transfer RNA-Ile (TAT) 2-3
chr6	160105047	160105130	chr6_255381	9	+	84	5	160105089	three_prime_UTR:0.55;CDS:0.45;	ENSG00000197081.12	IGF2R	chr6	protein_coding	insulin-like growth factor 2 receptor
chr6	7884402	7884443	chr6_257984	6	-	42	6	7884419	CDS:1.0;	ENSG00000259040.4	BLOC1S5-TXNDC5	chr6	protein_coding	BLOC1S5-TXNDC5 readthrough (NMD candidate)
chr6	1611929	1612021	chr6_234888	17	+	93	9	1611960	CDS:1.0;	ENSG00000054598.6	FOXC1	chr6	protein_coding	forkhead box C1
chr6	27230532	27230650	chr6_259898	15	-	119	7	27230569	intergenic;	--
chr6	35469080	35469172	chr6_241167	7	+	93	5	35469115	intron:1.0;	ENSG00000198755.10	RPL10A	chr6	protein_coding	ribosomal protein L10a
chr6	138988004	138988106	chr6_273167	10	-	103	5	138988027	five_prime_UTR:1.0;	ENSG00000135597.18	REPS1	chr6	protein_coding	RALBP1 associated Eps domain containing 1
chr6	8086489	8086535	chr6_258101	11	-	47	7	8086493	intron:1.0;	ENSG00000265818.1	EEF1E1-BLOC1S5	chr6	protein_coding	EEF1E1-BLOC1S5 readthrough (NMD candidate)
chr6	31830175	31830225	chr6_239902	8	+	51	8	31830190	three_prime_UTR:1.0;	ENSG00000204388.6	HSPA1B	chr6	protein_coding	heat shock 70kDa protein 1B
chr6	33321217	33321258	chr6_261425	4	-	42	4	33321228	CDS:1.0;	ENSG00000204209.10	DAXX	chr6	protein_coding	death-domain associated protein
chr6	37480465	37480501	chr6_241776	5	+	37	5	37480467	three_prime_UTR:1.0;	ENSG00000137200.12	CMTR1	chr6	protein_coding	cap methyltransferase 1
chr6	43582423	43582456	chr6_243236	4	+	34	4	43582438	CDS:1.0;	ENSG00000170734.11	POLH	chr6	protein_coding	polymerase (DNA directed), eta
chr6	117907522	117907621	chr6_248959	10	+	100	7	117907540	five_prime_UTR:0.97;intron:0.03;	ENSG00000196376.10	SLC35F1	chr6	protein_coding	solute carrier family 35, member F1
chr6	73520999	73521025	chr6_265556	5	-	27	5	73521008	five_prime_UTR:1.0;	ENSG00000156508.17	EEF1A1	chr6	protein_coding	eukaryotic translation elongation factor 1 alpha 1
chr6	167951818	167951967	chr6_256029	12	+	150	6	167951838	CDS:1.0;	ENSG00000130396.20	MLLT4	chr6	protein_coding	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4
chr6	31631525	31631587	chr6_239753	8	+	63	7	31631556	CDS:1.0;	ENSG00000204469.12	PRRC2A	chr6	protein_coding	proline-rich coiled-coil 2A
chr6	31624449	31624522	chr6_239720	16	+	74	11	31624471	CDS:1.0;	ENSG00000204469.12	PRRC2A	chr6	protein_coding	proline-rich coiled-coil 2A
chr6	11044211	11044256	chr6_258269	4	-	46	4	11044227	five_prime_UTR:0.58;CDS:0.07;intron:0.36;	ENSG00000197977.3	ELOVL2	chr6	protein_coding	ELOVL fatty acid elongase 2
chr6	11044081	11044117	chr6_258268	5	-	37	5	11044083	intron:1.0;	ENSG00000197977.3	ELOVL2	chr6	protein_coding	ELOVL fatty acid elongase 2
chr6	30555625	30555691	chr6_260413	6	-	67	4	30555635	CDS:1.0;	ENSG00000204590.12	GNL1	chr6	protein_coding	guanine nucleotide binding protein-like 1
chr6	144008216	144008239	chr6_251977	4	+	24	4	144008216	antisense;	ENSG00000118495.18	PLAGL1	chr6	protein_coding	pleiomorphic adenoma gene-like 1
chr6	32119029	32119118	chr6_261095	7	-	90	5	32119050	CDS:1.0;	ENSG00000213676.10	ATF6B	chr6	protein_coding	activating transcription factor 6 beta
chr6	34245629	34245721	chr6_240574	9	+	93	6	34245632	three_prime_UTR:1.0;	ENSG00000137309.19	HMGA1	chr6	protein_coding	high mobility group AT-hook 1
chr6	31635581	31635639	chr6_239785	15	+	59	7	31635612	CDS:1.0;	ENSG00000204469.12	PRRC2A	chr6	protein_coding	proline-rich coiled-coil 2A
chr6	52273779	52273830	chr6_264500	6	-	52	6	52273809	CDS:1.0;	ENSG00000112118.17	MCM3	chr6	protein_coding	minichromosome maintenance complex component 3
chr6	119204818	119204877	chr6_270960	6	-	60	5	119204844	CDS:1.0;	ENSG00000111885.6	MAN1A1	chr6	protein_coding	mannosidase, alpha, class 1A, member 1
chr6	33200988	33201035	chr6_240163	6	+	48	5	33201003	intron:1.0;	ENSG00000112473.16	SLC39A7	chr6	protein_coding	solute carrier family 39 (zinc transporter), member 7
chr6	38682065	38682101	chr6_262816	7	-	37	7	38682100	CDS:1.0;	ENSG00000124767.6	GLO1	chr6	protein_coding	glyoxalase I
chr6	89774620	89774696	chr6_267299	8	-	77	5	89774637	CDS:1.0;	ENSG00000112159.11	MDN1	chr6	protein_coding	MDN1, midasin homolog (yeast)
chr6	117907865	117907899	chr6_248964	5	+	35	5	117907882	CDS:1.0;	ENSG00000196376.10	SLC35F1	chr6	protein_coding	solute carrier family 35, member F1
chr6	35685359	35685382	chr6_262159	5	-	24	5	35685362	intron:1.0;	ENSG00000096060.14	FKBP5	chr6	protein_coding	FK506 binding protein 5
chr6	166342418	166342500	chr6_276006	11	-	83	6	166342455	five_prime_UTR:0.23;CDS:0.77;	ENSG00000198818.9	SFT2D1	chr6	protein_coding	SFT2 domain containing 1
chr6	100509377	100509474	chr6_268394	9	-	98	5	100509403	three_prime_UTR:0.08;CDS:0.92;	ENSG00000112249.13	ASCC3	chr6	protein_coding	activating signal cointegrator 1 complex subunit 3
chr6	21594277	21594394	chr6_238307	20	+	118	13	21594312	five_prime_UTR:1.0;	ENSG00000124766.5	SOX4	chr6	protein_coding	SRY (sex determining region Y)-box 4
chr6	89688077	89688125	chr6_267173	5	-	49	5	89688086	CDS:1.0;	ENSG00000112159.11	MDN1	chr6	protein_coding	MDN1, midasin homolog (yeast)
chr6	26156918	26157034	chr6_238728	27	+	117	15	26156993	CDS:1.0;	ENSG00000168298.5	HIST1H1E	chr6	protein_coding	histone cluster 1, H1e
chr6	122445034	122445130	chr6_271261	15	-	97	8	122445082	three_prime_UTR:0.09;CDS:0.91;	ENSG00000111897.6	SERINC1	chr6	protein_coding	serine incorporator 1
chr6	27672415	27672492	chr6_259971	10	-	78	8	27672472	intergenic;	--
chr6	26031855	26031980	chr6_259734	43	-	126	32	26031929	CDS:1.0;	ENSG00000274267.1	HIST1H3B	chr6	protein_coding	histone cluster 1, H3b
chr6	31540445	31540531	chr6_260755	19	-	87	12	31540499	CDS:1.0;	ENSG00000198563.13	DDX39B	chr6	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B
chr6	26158141	26158212	chr6_238732	26	+	72	19	26158167	five_prime_UTR:0.34;CDS:0.61;intron:0.06;	ENSG00000158373.8	HIST1H2BD	chr6	protein_coding	histone cluster 1, H2bd
chr6	32853328	32853391	chr6_261259	4	-	64	4	32853343	CDS:1.0;	ENSG00000168394.10	TAP1	chr6	protein_coding	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)
chr6	35468407	35468453	chr6_241160	8	+	47	8	35468433	five_prime_UTR:0.59;CDS:0.11;intron:0.3;	ENSG00000198755.10	RPL10A	chr6	protein_coding	ribosomal protein L10a
chr6	2765767	2765858	chr6_235075	9	+	92	5	2765829	CDS:1.0;	ENSG00000124535.15	WRNIP1	chr6	protein_coding	Werner helicase interacting protein 1
chr6	7882439	7882479	chr6_257970	8	-	41	8	7882459	three_prime_UTR:1.0;	ENSG00000259040.4	BLOC1S5-TXNDC5	chr6	protein_coding	BLOC1S5-TXNDC5 readthrough (NMD candidate)
chr6	31631298	31631521	chr6_239752	24	+	224	8	31631344	CDS:1.0;	ENSG00000204469.12	PRRC2A	chr6	protein_coding	proline-rich coiled-coil 2A
chr6	30720356	30720441	chr6_239481	25	+	86	19	30720380	five_prime_UTR:1.0;	ENSG00000196230.12	TUBB	chr6	protein_coding	tubulin, beta class I
chr6	73694072	73694117	chr6_265583	10	-	46	10	73694100	noncoding_exon:1.0;	ENSG00000231652.2	RP11-553A21.3	chr6	antisense		--
chr6	44139562	44139609	chr6_243406	6	+	48	6	44139586	CDS:1.0;	ENSG00000137216.18	TMEM63B	chr6	protein_coding	transmembrane protein 63B
chr6	31540330	31540441	chr6_260754	25	-	112	16	31540397	CDS:1.0;	ENSG00000198563.13	DDX39B	chr6	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B
chr6	31633432	31633584	chr6_239767	16	+	153	8	31633534	CDS:1.0;	ENSG00000204469.12	PRRC2A	chr6	protein_coding	proline-rich coiled-coil 2A
chr6	139135362	139135402	chr6_251472	5	+	41	5	139135374	five_prime_UTR:0.85;CDS:0.15;	ENSG00000112406.4	HECA	chr6	protein_coding	headcase homolog (Drosophila)
chr6	37435623	37435666	chr6_241689	5	+	44	5	37435632	five_prime_UTR:0.14;CDS:0.86;	ENSG00000137200.12	CMTR1	chr6	protein_coding	cap methyltransferase 1
chr6	43145360	43145432	chr6_242925	11	+	73	7	43145404	CDS:1.0;	ENSG00000112655.15	PTK7	chr6	protein_coding	protein tyrosine kinase 7 (inactive)
chr6	31632500	31632592	chr6_239761	12	+	93	8	31632518	CDS:1.0;	ENSG00000204469.12	PRRC2A	chr6	protein_coding	proline-rich coiled-coil 2A
chr6	105161578	105161599	chr6_268778	4	-	22	4	105161582	CDS:1.0;	ENSG00000132429.9	POPDC3	chr6	protein_coding	popeye domain containing 3
chr6	98835505	98835536	chr6_247042	4	+	32	4	98835517	CDS:1.0;	ENSG00000184486.8	POU3F2	chr6	protein_coding	POU class 3 homeobox 2
chr6	149749827	149749938	chr6_252968	21	+	112	8	149749844	CDS:1.0;	ENSG00000120265.16	PCMT1	chr6	protein_coding	protein-L-isoaspartate (D-aspartate) O-methyltransferase
chr6	31620757	31620858	chr6_239709	20	+	102	11	31620852	five_prime_UTR:1.0;	ENSG00000204469.12	PRRC2A	chr6	protein_coding	proline-rich coiled-coil 2A
